match_id,date,season,team_a,team_b,venue,target_team_a_win,elo_difference,recent_win_rate_difference,overall_win_rate_difference,recent_run_rate_difference,recent_concede_rate_difference,head_to_head_advantage,venue_win_rate_difference,team_a_matches_played,team_b_matches_played,h2h_recent_momentum,venue_dominance_score_diff,elo_momentum_diff,win_streak_diff,net_run_rate_diff,batting_vs_bowling_matchup_a,batting_vs_bowling_matchup_b,rest_days_diff,run_rate_volatility_diff
1136592,2018-05-02,2018,Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1,-26.185990149176632,-0.2,-0.17857142857142855,0.1190020167964676,0.03235986861065587,-0.5,0.0,8,7,-0.5,0.5,3.798410881337986,0,0.08664214818581173,0.005463716273747643,-0.14589816913337583,-1.0,0.032018581359564785
1136593,2018-05-03,2018,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,0,34.61935856285481,0.20000000000000007,0.25,0.09126951852207088,-0.09670298030233981,0.5,0.0,8,8,0.5,0.0,16.0318754034256,0,0.1879724988244107,0.011091372239651065,0.01652483401992,-1.0,0.021828418438974817
1136594,2018-05-04,2018,Punjab Kings,Mumbai Indians,Holkar Cricket Stadium,0,63.45314347434078,0.4,0.4642857142857143,0.17124907117445454,0.017144027068768164,0.0,0.0,7,8,0.0,-0.5,34.57012204102239,0,0.15410504410568637,0.15257972219422467,-0.035813376048998036,5.0,0.0016838521922415417
1136595,2018-05-05,2018,Royal Challengers Bengaluru,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,-41.88528262959517,-0.19999999999999996,-0.29166666666666663,-0.04932084584010954,-0.06348763163717575,-0.5,-0.16666666666666663,8,9,-0.5,-2.0,7.238469259478279,1,0.014166785797066206,-0.06082109220826326,0.051987385269022024,2.0,-0.0006923680207572835
1136596,2018-05-05,2018,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,0,-61.95094745930942,-0.19999999999999996,-0.4166666666666667,0.29644224844295075,0.3455780076706392,0.0,-0.25,9,8,0.0,-1.5,-13.657234798924492,-2,-0.049135759227688425,0.3333339184658666,-0.30868633764772335,-3.0,0.09178130408403462
1136597,2018-05-06,2018,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1,-34.403399562132336,-0.19999999999999996,-0.22222222222222227,-0.21844901536525385,-0.2525010325679018,0.0,-0.25,9,9,0.0,-2.25,5.022871145100453,-1,0.034052017202647944,-0.3122003378425269,0.15874971009062877,-1.0,0.17492441607695675
1136598,2018-05-06,2018,Rajasthan Royals,Punjab Kings,Holkar Cricket Stadium,0,-36.32148136610408,-0.39999999999999997,-0.25,-0.006263062220914106,0.17867860373340694,0.0,0.5,8,8,0.0,4.0,-15.50691774545976,0,-0.18494166595432104,0.07772932853327985,-0.09468621297921298,2.0,0.0019528138648819415
1136599,2018-05-07,2018,Sunrisers Hyderabad,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,1,72.67320370908101,0.4,0.4444444444444445,-0.18541391715164224,-0.20949288743209715,0.0,0.30000000000000004,9,9,0.0,2.7,54.31039842380392,4,0.024078970280454914,-0.13532321876579312,0.25958358581794627,0.0,-0.048763896785297495
1136600,2018-05-08,2018,Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,1,-54.23823254558579,-0.39999999999999997,-0.3333333333333333,0.031168011891618885,0.1873720446798126,-0.5,0.0,9,9,-0.5,0.0,-13.98211755084617,-1,-0.15620403278819373,0.09351096625040145,-0.12502909032103005,0.0,0.018366659485304748
1136601,2018-05-09,2018,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,1,-12.429428167671404,0.19999999999999996,-0.09999999999999998,-0.19241154361858914,-0.2773183079611301,0.5,-0.09999999999999998,10,10,0.5,-1.0,26.21744056129205,2,0.08490676434254096,-0.32349066042317176,0.1462391911565475,0.0,0.18302052642069422
1136602,2018-05-10,2018,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,0,-86.36036231552339,-0.6,-0.5,0.350115805685145,0.40386513745691155,-0.5,0.16666666666666663,10,10,-0.5,1.666666666666666,-30.820092637519792,-5,-0.05374933177176655,0.42850832182280363,-0.3254726213192529,2.0,0.15633195293088015
1136603,2018-05-11,2018,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,0,49.72747907940925,0.19999999999999996,0.29999999999999993,0.05137331292890357,0.06520908617325927,0.5,-0.09999999999999998,10,10,0.5,-1.0,11.507837130915277,0,-0.013835773244355698,0.07061780459638367,-0.045964594505779166,3.0,-0.07939784918838952
1136604,2018-05-12,2018,Kolkata Knight Riders,Punjab Kings,Holkar Cricket Stadium,1,-24.191577654696175,0.0,-0.14545454545454545,0.1314173936720362,0.3045243806776008,-0.5,0.0,11,10,-0.5,0.5,24.40153570555026,0,-0.1731069870055646,0.10239029279204481,-0.3335514815575922,-1.0,0.0647503639285123
1136605,2018-05-12,2018,Delhi Capitals,Royal Challengers Bengaluru,Arun Jaitley Stadium,0,-5.374908923347903,0.2,-0.027272727272727282,0.2826867373208337,0.2857155111411507,-0.5,0.0,11,10,-0.5,0.5,2.855890257822466,0,-0.0030287738203169656,0.2961094087947531,-0.2722928396672313,-3.0,-0.04131364155715722
1136606,2018-05-13,2018,Sunrisers Hyderabad,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,40.111580837798556,0.6,0.18181818181818188,-0.10033112941833089,-0.16769382449842074,-0.5,-0.25,11,11,-0.5,-2.75,38.05754410262148,6,0.06736269508008985,-0.11412119506812624,0.1539037588486254,1.0,0.026517708834811332
1136607,2018-05-13,2018,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,0,3.8137537375412194,0.4,0.0,0.015370942472474836,-0.08561698252909267,-0.5,-0.09999999999999998,11,11,-0.5,-1.0999999999999996,19.79847864604926,1,0.1009879250015675,0.05686222430888721,0.12710826436550504,2.0,-0.11269380517700006
1136608,2018-05-14,2018,Punjab Kings,Royal Challengers Bengaluru,Holkar Cricket Stadium,0,28.29725475627447,-0.2,0.18181818181818177,0.019972258071318638,0.14881023190004528,-0.5,-0.16666666666666669,11,11,-0.5,-1.8333333333333335,-28.29132102728795,-1,-0.12883797382872664,0.05571814720754653,-0.11306434276381738,0.0,0.039516463726527146
1136609,2018-05-15,2018,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,0,3.8866061551143503,0.0,0.0,0.02254877353736462,-0.138451788614818,-0.5,0.0,12,12,-0.5,0.0,23.77778306161258,2,0.1610005621521826,-0.0378369597217878,0.07806605535566558,-1.0,-0.0675436086756746
1136610,2018-05-16,2018,Mumbai Indians,Punjab Kings,Wankhede Stadium,1,-4.507748915331149,0.39999999999999997,-0.08333333333333331,0.1196917912453106,-0.23533570611947052,0.5,-0.16666666666666669,12,12,0.5,-2.0,47.13910454875804,0,0.3550274973647811,-0.13748883207112694,-0.021844917196967018,1.0,-0.08124245596826912
1136611,2018-05-17,2018,Royal Challengers Bengaluru,Sunrisers Hyderabad,M.Chinnaswamy Stadium,1,-64.30668981218855,-0.20000000000000007,-0.3333333333333333,0.027399229385368873,-0.18171142256528272,-0.5,0.0,12,12,-0.5,0.0,-8.669305794739103,2,0.2091106519506516,0.03385126339104927,0.18816345657096312,-1.0,0.10147675297656264
1136612,2018-05-18,2018,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,1,-82.37210611698424,-0.39999999999999997,-0.41666666666666663,0.09907969735266908,0.23281173728494764,-0.5,-0.09999999999999998,12,12,-0.5,-1.1999999999999993,-12.427849988041544,-1,-0.13373203993227856,0.12679061364547972,-0.205100820992137,1.0,-0.03575961414992776
1136613,2018-05-19,2018,Rajasthan Royals,Royal Challengers Bengaluru,Sawai Mansingh Stadium,1,-3.371953829940594,0.0,0.0,-0.11650101431490167,0.036755304735845096,0.5,0.16666666666666663,13,13,0.5,2.0,-1.581717239552063,-3,-0.15325631905074677,0.08857130368604849,0.16831701326510506,2.0,-0.19997444117449148
1136614,2018-05-19,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,0,27.681438264660073,0.0,0.15384615384615385,-0.014048392161600587,-0.024051095501318898,0.5,0.33333333333333337,13,13,0.5,4.0,-6.939308970669799,-2,0.01000270333971831,-0.0616021269361291,-0.023502639273209613,-2.0,-0.11917755747871525
1136615,2018-05-20,2018,Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1,-35.84469211595979,-0.4,-0.15384615384615385,-0.008471804421634976,0.16414799839783978,0.5,0.0,13,13,0.5,0.0,-34.682323033690636,0,-0.17261980281947475,0.12797326492734262,-0.02770292904886218,-2.0,0.06660758145645934
1136616,2018-05-20,2018,Punjab Kings,Chennai Super Kings,Maharashtra Cricket Association Stadium,0,-37.62430834839188,-0.2,-0.15384615384615385,0.012252620844484419,0.20468758966078826,0.5,-0.30000000000000004,13,13,0.5,-3.6000000000000014,-39.38677040278435,0,-0.19243496881630384,-0.029882853031675483,-0.24682306353694816,2.0,0.07397601718712324
1136617,2018-05-22,2018,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,0,-1.4062063493950063,-0.19999999999999996,0.0,0.16475444091011537,0.2082995373043286,-0.5,0.0,14,14,-0.5,0.0,-22.5319029018317,-1,-0.04354509639421322,0.16516055159910148,-0.2078934266153425,1.0,0.02267007597940926
1136618,2018-05-23,2018,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,1,17.035120209327943,-0.20000000000000007,0.0714285714285714,0.046798776365363226,0.22244461078776356,0.5,0.5714285714285714,14,14,0.5,6.857142857142857,-0.27204447458757386,2,-0.17564583442240034,0.15239662325781222,-0.11684676389531456,0.0,0.20248858042794507
1136619,2018-05-25,2018,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,1,-13.378278936632341,-0.6000000000000001,0.0,0.024924435992560223,0.06442892177029425,0.0,0.375,15,15,0.0,4.5,-84.84619139122174,-4,-0.03950448577773402,-0.002972062622265792,-0.09232542038512026,1.0,-0.09200706580560991
1136620,2018-05-27,2018,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,0,-10.940391421341701,-0.39999999999999997,-0.04166666666666663,0.08535302010336121,0.16610476044397693,-0.5,-0.5,16,15,-0.5,-6.0,-39.90257034098704,-1,-0.08075174034061572,0.08888931721704774,-0.1625684633302904,-3.0,0.017409468061764438
1175356,2019-03-23,2019,Royal Challengers Bengaluru,Chennai Super Kings,MA Chidambaram Stadium,0,-30.499771138615415,-0.20000000000000007,-0.25892857142857145,0.1510298067318887,0.027384605031466114,-0.5,-0.5,14,16,-0.5,-6.0,14.479391471118788,-3,0.12364520170042259,0.21565469625951517,0.03724028449616035,8.0,0.08712526118192901
1175357,2019-03-24,2019,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,0,-1.146878971788965,-0.6000000000000001,0.02573529411764708,-0.09088544907273355,0.07965604269467086,0.16666666666666663,0.4444444444444444,17,16,0.16666666666666663,5.333333333333333,-18.033262989157947,0,-0.1705414917674044,0.002870563324794073,0.014099969702856763,-2.0,-0.061218329385305637
1175358,2019-03-24,2019,Delhi Capitals,Mumbai Indians,Wankhede Stadium,1,-6.894297784502896,-0.19999999999999996,-0.0714285714285714,-0.053469670836599814,0.04202777981860484,0.5,0.5714285714285714,14,14,0.5,6.857142857142858,31.41252692207763,2,-0.09549745065520465,0.046740237404407026,0.058182128422402,0.0,-0.039508328916604454
1175359,2019-03-25,2019,Punjab Kings,Rajasthan Royals,Sawai Mansingh Stadium,1,-10.712083551836258,-0.6,-0.038095238095238126,-0.046491300732910634,0.2689373253765108,0.0,-0.7142857142857143,14,15,0.0,-8.571428571428571,-9.626722040449295,0,-0.31542862610942146,0.004278942896763782,-0.2181670817468364,3.0,0.13101265014964195
1175360,2019-03-26,2019,Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,0,-36.553620339212785,-0.20000000000000007,-0.3058823529411765,0.3196909175996885,0.28409319992978355,0.0,0.5714285714285714,15,17,0.0,6.857142857142857,42.412369966504,-1,0.03559771766990494,0.3411324687265853,-0.2626516488028867,-1.0,-0.16107184059630494
1175361,2019-03-27,2019,Kolkata Knight Riders,Punjab Kings,Eden Gardens,1,23.20606160152488,0.6000000000000001,0.1215686274509804,0.02856120010987029,-0.24780951465615897,0.0,-0.4,17,15,0.0,-4.800000000000001,-5.712273184777359,0,0.27637071476602926,-0.19820056682254727,0.021047747723741406,1.0,-0.1842059533005946
1175362,2019-03-28,2019,Mumbai Indians,Royal Challengers Bengaluru,M.Chinnaswamy Stadium,1,-1.3075788445962644,-0.19999999999999996,0.0,0.05542043842324018,0.21842068251747948,0.0,-0.5714285714285714,15,15,0.0,-6.857142857142857,-3.471756022918953,0,-0.1630002440942393,0.25169274423886967,-0.022148376701849992,-1.0,-0.3038650245510316
1175363,2019-03-29,2019,Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,0,-12.02956027809114,0.2,-0.11805555555555558,-0.014748943053292107,-0.08763918469158871,-0.5,-0.7142857142857143,16,18,-0.5,-8.571428571428571,11.234412938238393,0,0.0728902416382966,-0.074035086069556,0.02835304167532482,-1.0,-0.019955277496112714
1175364,2019-03-30,2019,Mumbai Indians,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,0,5.686560546977034,0.2,0.0,0.0964344931884078,-0.025950972898994618,0.5,-0.5,16,16,0.5,-6.0,-10.065162864935473,1,0.12238546608740242,-0.12562271665235603,-0.1961062369417692,-1.0,-0.14231266297615602
1175366,2019-03-31,2019,Sunrisers Hyderabad,Royal Challengers Bengaluru,Rajiv Gandhi International Stadium,1,34.19329964780081,0.0,0.20394736842105265,0.03244254735862451,0.22938058496282165,0.0,0.75,19,16,0.0,9.0,3.9164126357954956,1,-0.19693803760419715,0.19683966927955776,-0.0649834630418884,-1.0,-0.23011538870932757
1175367,2019-03-31,2019,Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,1,64.88202138432825,0.8,0.3104575163398693,-0.1526441927971558,-0.2762755544730917,0.0,0.5,18,17,0.0,6.0,30.389838706745877,5,0.12363136167593591,-0.1982905952391505,0.23062915203109702,3.0,0.1639418410049102
1175368,2019-04-01,2019,Punjab Kings,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,1,9.963981406239327,-0.19999999999999996,0.09558823529411764,0.02696035360380744,0.13216146312418653,0.5,1.0,17,16,0.5,12.0,-1.207688576802866,1,-0.10520110952037909,0.0972625483104248,-0.06185926841756917,-4.0,-0.08092176213779709
1175369,2019-04-02,2019,Royal Challengers Bengaluru,Rajasthan Royals,Sawai Mansingh Stadium,0,-3.7209876945689757,0.0,-0.03594771241830064,-0.16418000171130553,0.0059258358725244875,-0.5,-0.625,17,18,-0.5,-7.5,3.591075288972206,0,-0.17010583758383002,-0.20130565779864873,-0.04305149195986768,0.0,0.26255437948959737
1175370,2019-04-03,2019,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1,-67.28788314995904,-0.6,-0.32507739938080493,0.22441220148951269,0.3737021005685457,0.0,-0.625,17,19,0.0,-7.5,-5.821210612037476,-6,-0.149289899079033,0.3012125466837654,-0.296901755374293,1.0,-0.2589003747348165
1175371,2019-04-04,2019,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,0,-39.64478782953074,0.0,-0.24705882352941172,-0.20937145921715783,-0.10283382648474726,-0.5,-0.5,17,20,-0.5,-6.0,5.299660339697766,-2,-0.10653763273241057,-0.02204977085638604,0.29015551484551905,-1.0,-0.008232828615958615
1175372,2019-04-05,2019,Royal Challengers Bengaluru,Kolkata Knight Riders,M.Chinnaswamy Stadium,0,-73.86523519736261,-0.8,-0.27777777777777785,-0.367369445642594,-0.05084515734763917,-0.5,-0.5,18,18,-0.5,-6.0,-36.94462776819205,-2,-0.3165242882949548,-0.2892461187156048,0.12896848427462837,-6.0,0.12097495029294605
1178393,2019-04-06,2019,Chennai Super Kings,Punjab Kings,MA Chidambaram Stadium,1,31.020991206525196,0.20000000000000007,0.19999999999999996,-0.22169987091592858,-0.23012332889687404,0.0,0.5,20,18,0.0,6.0,-6.534831992155887,-2,0.008423457980945459,-0.2376584244292117,0.2141647753835909,-2.0,0.2168581435937753
1178394,2019-04-06,2019,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1,-31.559282414810696,-0.19999999999999996,-0.15555555555555556,-0.1132731003314944,0.08859185624426646,-0.5,-0.7777777777777778,18,21,-0.5,-9.333333333333334,-15.981356114699338,-2,-0.20186495657576087,0.07621538822375351,0.10089663231098145,1.0,-0.20092185142669272
1178395,2019-04-07,2019,Royal Challengers Bengaluru,Delhi Capitals,M.Chinnaswamy Stadium,0,-21.52101542920309,-0.4,-0.017543859649122806,-0.11753774651819238,0.11109205187120286,0.5,0.4444444444444444,19,18,0.5,5.333333333333333,-19.524484257981157,0,-0.22862979838939523,-0.09891236626679811,-0.0924666716198086,-1.0,0.13236323723754698
1178396,2019-04-07,2019,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,0,-58.26388691451939,-0.6000000000000001,-0.21052631578947367,-0.1612328932182403,-0.017252529070906908,-0.5,-0.33333333333333337,19,19,-0.5,-4.0,-35.3841786027358,-2,-0.1439803641473334,-0.08433474954104403,0.09415067274810318,3.0,-0.044775253258481196
